name,city_contact,country_contact,city_creator,country_creator,deliveryPoint_creator,west,east,north,south
5e58e49ed840ec21f5e69bfc42667642.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
5eb2b3584ae9ed47912f9c7604ed1b923836c14c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
5f4089d0e87a223cb85e53ca8daf4ead65fd30b0.xml,Albuquerque,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.7666796,64.67834557
5fc77c0439a4bfb5ce8d183feffc4bf414d8999c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
614711b12c47960eb0f143f7e96e3246.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
61f46733a73ee3f6de9e01a38160dfd5.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.76810641,64.67834557
630a06ee86de1828b77ec4fff12158de7956957c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
64d6a08b3694c3ab3dd813c5b5fb346f.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
656498bac22b6b714bcb4dc4df5f93c49f79e60a.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
658856fd5a48b5dee851c967047a1d11.xml,Petersham,USA,NA,NA,NA,NA,NA,NA,NA
6589df9c29bcdc6f864814f51478c389.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
65ae4dc0a0e59273253ff5b39fda163d.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
664811e4671c1dba8921865b4739c871.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
66d3cfd8542dced96141d57ed096eee3.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
6747da103925f06389e957c7b3d4cce4df6211df.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
687b2a4fcee4d9bb59087a2a0ce083db.xml,Petersham,USA,NA,NA,NA,NA,NA,NA,NA
69148fb58d01c33355fbc6fa2c1e4add.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
6a3ae831a4263013d5c02661cdf52ef7.xml,NA,NA,NA,NA,NA,153.06,153.1,-27.61,-27.65
6a4363dd18c9f7754b320be9d3a845e5.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
6b13d4ade8e88ea87d582ba1200988d2.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.7666796,64.67834557
6ba7d75b746e6893e6d50fce29e9463ecdac5bf2.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-121.98988694,-121.98988694,43.76596138,43.76596138
6d99db4be09e3d6490141cbef414fd23e6e8b943.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
6daa06c792296faf2b911aced129d95b.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
6db27400b5f70940ba21904d32144fea.xml,Redding,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
6e2a5c6c1579c4cbd5d8d1f48426d56e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
6f2ee96513e5e86787e1d34a432ae5b5.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.2701852,-148.1435205,64.73028888,64.68584608
6feb4674be8745fcc6de1791692a465069caf468.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1468545,64.7666796,64.67834557
70777ab308814a1e779af0cac8b759be.xml,Redding,USA,NA,NA,NA,-72.393,-71.982,+42.541,+42.296
71f2e6738bf06ef6f4abad442a778b7f41604ef6.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
727e224bcf7d3101a55fa24e24b9016c.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
72e27a97625fdb2d4208ae6ce60df370.xml,Corvallis,NA,NA,NA,NA,NA,NA,NA,NA
72e41b336bc4fd6d5b2421bc85b12275b82436ab.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
733181d6476ecddd8df88bc1c37252f7.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
73f763588cf01a297eec690d3565fdfd9b4ac1da.xml,Albuquerque,USA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;104 Nash Hall,-122.26172200,-122.10084700,44.28196400,44.19770400
752c187bfd805e1dbbe1fd0dc6499a0b85943631.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
77a95a7378608f234025109a27d7c12d61cf041c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
77ad713f74e6e8c1d6716df8c3f467148d8d1576.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25325300,-122.12087900,44.23456100,44.21167900
77e21feca53ee5339b31ea4ffb4e51f7e7722e1d.xml,Albuquerque,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
77f27211d54d7c66df09178f98677243.xml,Fairbanks,USA,Fairbanks,United States,Boreal Ecology Cooperative Research Unit University of Alaska Fairbanks  School of Agriculture and Land Resources Management P.O. Box 756780,NA,NA,NA,NA
77feeb2f255cdb1e8c1ce1c914cf2786164fc219.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
78a78380f765ba998402349456eea294.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
7a3e44dd5437b3a0cb986303b5089536a364fe87.xml,Fairbanks,USA,Corvallis,United States,8080 NW Ridgewood Drive,-148.32123,-148.2854,64.76594,64.69559
7a5b820864b3c83d21c930d8107726ed5bdb4480.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
7acc5d47e52bb8e437f0083be307e823.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
7adad8c00a79bff1d22b3d6e80edbd1d.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
7b96a308623a5b977d0a5c5f4f587759.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
7be2da499bc020360b34371db313d760446599c3.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
7d10d429bb75c3ae2d5d7d11da38b2f69797c8c4.xml,Albuquerque,USA,NA,NA,NA,-71.92306,-72.47918,+42.72851,+42.30162
7d915f539c789ccd581ec1d9275037e3.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
7e3683ea73ae5ba666826607e758c9c7.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
7f604349b8e28b235043b045813011fb.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
7feaa6d6c144395065370d8f67e60813.xml,Redding,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
80337aa31269372e583ddc1f50b10641.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.2701852,-148.1435205,64.73028888,64.68584608
8205a6127a8404cb51ac00753a032194646cd0a6.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.76810641,64.67834557
82473d27cff94544f63fd9f21bb2ca02.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.76810641,64.67834557
83ce8e94c7d5a5b6c135e770210aaeee80835afa.xml,Albuquerque,USA,Corvallis,United States,8080 NW Ridgewood Drive,-148.32123,-148.2854,64.76594,64.69559
83f4a75513f57200a578ead524117c8af1e7bf53.xml,Albuquerque,USA,NA,NA,NA,-71.92306,-72.47918,+42.72851,+42.30162
84c2dd8f901329cfe42804a5e7df9761def1e96d.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
8595c5403b8acaf99a56a48f8dc13bef479549bf.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
85a18bc9c9746b284243ca9a5954858df972c3e3.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
85a276ebc4d0a5490f436295b71dd352278d1ad3.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.26172200,44.28196400,44.28196400
85c110f2953c3d23c306a9bfa093a8ebf83c42b8.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
8600916ef370bdbef4202fe3b94ce1a48b56b87f.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25683100,-122.17079300,44.26974800,44.19901700
864ff262a0db82d24e14bf9c3a9d80fa68cd7526.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
87f5a2535801a06159f7b79b2803e9f43c5c1d08.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
88be7c07b324af43821a81010c8cc885.xml,NA,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
892cafff4905520a43eb6b7921d571b3f532cc56.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.42408,161.42408,68.74316,68.74316
89fb398e8ca2d34382ee6acae23c6a2c.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
8ab0cd863bd147de8864ceeffe87c94b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
8b43ef84c26110b1d33c9ab7601a506d8918832e.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
8b6fe50880fb2e96f3e18550cb1dfe7e031f4e88.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
8bccf12875d15472dbbca295166a0a490eb18d0d.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
8ced95f5cdcebe4839693680c3e928cf.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
8df36301ebd2016721e27f45fe080e2a.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
8e287ee117258872084b0170ac74fd1f7705d2a0.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
8e741bfb3fc41edf4713d51deccc5274c3fea408.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.26172200,44.28196400,44.28196400
8e8e6d4e9f4cce92bdb5f4ef9f1306337e978e69.xml,Albuquerque,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
8f71a9c0c42cb112154322e3ae1d655924ae04e1.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25800000,-122.11200000,44.27700000,44.20800000
906528b2ad4ddfc3dcc20efea3fa0c94.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25683100,-122.17079300,44.26974800,44.19901700
9165d77a68318e044894cd04a9cb64ef.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
91edd3f67d609851ec92d73bdfb161b686f42b18.xml,Albuquerque,USA,NA,NA,NA,-148.2640747,-147.4913325,65.15393372,64.68195711
9288c7fef6dc2c37d38f44ed2e9550ad4f752fbd.xml,Albuquerque,USA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;Nash Hall 104,NA,NA,NA,NA
94a1113b0657fa94747d8686b93465c5.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
94af81ed9a0533c8cdef8d55e2e788a1f4d38a93.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory; Department of Forest Sciences; SNRAS; University of Alaska Fairbanks,-148.3790685,-147.470667,65.1752259,64.6719571
953b74fb3176a38927287623810e9c5972805f0b.xml,Albuquerque,USA,NA,NA,NA,-122.25591200,-122.25850600,44.20695800,44.20596900
9565d95a7f7f43bc43f1b3605518a73927f8b155.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
95afea76b49f248d3d5e516c85d8551d1826a692.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
96328052c4139e9a8fed4c15b311dacf.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-149.06571,-143.22145,64.41417,63.01548
9695f539b0a7ed12f3e06df1a5c6b51d.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
96cb7605cf45de6dc542f86c4ea2999936eba258.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9822ef1ff86ec3641ebf186b258975c87c3509db.xml,Corvallis,NA,NA,NA,NA,NA,NA,NA,NA
98337147b3e785cd141cbc6e0c6c4e14.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,0.00000000,0.00000000,0.00000000,0.00000000
98c506b57ab73076f2470819c6ef57e2.xml,Santa Barbara,United States,Santa Barbara,United States,Santa Barbara Coastal LTER,NA,NA,NA,NA
9929675af6e36a8173fba9735e397f64e14638b6.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
9a4289e2c76d265709fe3bf2e03ab56c.xml,Amherst,USA,NA,NA,NA,-71.92306,-72.47918,+42.72851,+42.30162
9a93ede32f31838e723252262604b45d.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.2482407,-148.2482407,64.69779026,64.69779026
9ab24be35a8ed61289e1c333110f81ae00cc8be2.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
9ac58f4bcf0645577a6e7063ab6e9bc4.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9b7f0fd0622398e030415433e634574fccc1866c.xml,Albuquerque,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-149.06571,-143.22145,64.41417,63.01548
9c67d87a0c95f66bc554192af5540058f498887f.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9d16828d4b35790256feb34d5c48bfb4d174417c.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
9d6fb87e6c8b3983dfa470a82099d765.xml,Petersham,USA,NA,NA,NA,NA,NA,NA,NA
9e2c41478911c83f876fba15fda3867b7d36d25a.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9e33e4e2e56f8ca71cfa93b063b154a0ccf3247f.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9e9bd546d8a2e15e23b5cb54cc8e3dd249257e97.xml,Fairbanks,USA,Fairbanks,United States,Department of Forest Sciences University of Alaska Fairbanks O'Neill Bldg,-147.4745274,-147.470667,65.16908333,65.16769474
9ec4a4d4dc28e37522001bf1739f4427.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
9f24e1ee768b16cf05f0d9a92991dc6141c0922b.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
a0636c536b03a67032fe866c93ca3ddb.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
a109a14e6e749d4c393ff40541f682cc.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
a12099f7161cd961e073939ff99b12f91dcc0887.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
a13d0b4d298d45eb21a1551b04a68c05a6a84d0b.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
a2b564799715944cf583926beb45432b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
a2f264e38d9f5d2f7760cf280a540348.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.2701852,-148.1435205,64.73028888,64.68584608
a35f6d3176b245267c5ec6364f7ee0d4.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
a51ae9e4c7aba81fc0275280c8c4c81a5435dddc.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
a65a348dfeb69575e38f8b89decfd04121af74cd.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
a67adef911dc87787540a9c50329bc337a3e044b.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
a6afa1bb933ae353e90c5c9391378bfe.xml,Corvallis,NA,Corvallis,USA,USDA Forest Service;Pacific NW Research Station;3200 SW Jefferson Way,NA,NA,NA,NA
a6d584518e85e7d17d51cab0b48049973294b242.xml,Albuquerque,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.1734,-148.17303,64.41417,64.41366
a778bfc218972a856536b017c808e68afd74b4bd.xml,Albuquerque,USA,NA,NA,NA,-71.92306,-72.47918,+42.72851,+42.30162
a81565a9606faa728c603ea9f9435265.xml,Corvallis,NA,Corvallis,USA,USDA Forest Service;Pacific NW Research Station;3200 SW Jefferson Way,NA,NA,NA,NA
a856d1266c94a95b3983a8500698b384f4c0983a.xml,Fairbanks,USA,Fairbanks,United States,"Department of Biology and Wildlife, University of Alaska Fairbanks, Murie Building",-148.2682,-148.2964,64.7088,64.6991
aad7c1563038c1723e0075b5d1bcb3bd6fcb2e8d.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
aafc5ef64df29567944e37a1335abed471e06190.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25714600,-122.12699600,44.28226000,44.20127400
ab3d5cfba133caef1841dc7f4fe87120.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.76810641,64.67834557
abe838bdbf4c2a04319e981be1a92355.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
acbcdeb2629f0497f45a2d4b60f92527.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
adac9791ba75500603a2c6832784fa3e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
ade526f9d130946a4f298fab00c45e6b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
ae300d404bf486c4c1c2b86589d63749.xml,Corvallis,USA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;Nash Hall 104,NA,NA,NA,NA
ae5691f3fb2eb82b7cddb15c7bffaa8fa843bbdb.xml,Albuquerque,USA,Corvallis,USA,309 FSL; Oregon State University; 3200 SW Jefferson Way,-122.26194800,-122.10051700,44.28148300,44.19751400
ae91b10d8b6823faf95955574b1ad2dbee2dff89.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.2640747,-148.1426888,64.7241989,64.68195711
af42d071a740344eccea43a6b5d21580.xml,NA,NA,NA,NA,NA,28.0000,30.0000,3.0000,1.0000
b06a277d22391d36a032f01ca449689f3aceff3f.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
b0d37caba23bfe069e97882ff67f8be93dd8c55d.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.16815000,-122.16381000,44.22146666,44.21566200
b244125f429369f79086cb8049210b5b5a5ba6c2.xml,Albuquerque,USA,Corvallis,USA,USDA Forest Service;Pacific NW Research Station;3200 SW Jefferson Way,NA,NA,NA,NA
b360ce42fa376ed9ae358722afd7b41e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
b3b1a37933f718122705296c803a2477e4f02ceb.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26077333,-122.12174888,44.27447074,44.20664191
b4d8daf175a1411aa8f84c9a47a9c2b0e786278b.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
b51a564692faedc0727777757779e6dfa1494151.xml,Albuquerque,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
b571a4ed730d48b5ad61f64fd1bf31ed.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
b64af97f4e797f003d623d071f3851ac.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
b699c42db5ba5a3e0ad18f6435578a4d.xml,Bangkok,Thailand,NA,NA,NA,99.2169,99.2169,15.6322,15.6322
b6bf8e77a856be501868561d3cffc700ea2d7419.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
b70c480f5c92b154185ccff28a58013e.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
b782d5cf9bfd34074bef686cfc84722d.xml,Albuquerque,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
b7cbb43c8a4553a351957c423b1a46ba.xml,Albuquerque,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
b875ea27c35258848fc46887a21e28d9.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.76810641,64.67834557
b89f2b06a6b094b2b099dc484e6772ddda2eb1e4.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.24405300,-122.11766100,44.27792800,44.20821400
b8aaccad91474a83f112ff3b7cc3b378.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
b8d99dfa615cbd4e0bbf5dbb8385be10.xml,Redding,USA,NA,NA,NA,-72.393,-71.982,+42.541,+42.296
b92158cc818fa747a2eef875dcd2f4ae.xml,Fairbanks,USA,NA,NA,NA,-148.3790685,-148.1426888,64.7666796,64.6719571
b995463f454b77f421c8007375b39c63.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
bb18236c90004b4f3df8f287a34ebbf169f6a028.xml,Albuquerque,USA,Corvallis,USA,Oregon State University;Rangeland resources;110 Strand,-122.25899490,-122.10399665,44.27799543,44.19899547
bb6f38d958fbd78c164e25505315b30ce65f4cf1.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.42408,161.42408,68.74316,68.74316
bd62c55874078834f19017e03996cf1b.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.76810641,64.67834557
be062689275043e69ee7461f1e3ac2b6.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
be866022e6952a49215c62d78a33ecd28eac07f9.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.76810641,64.67834557
bf45c2538f85ba827d5b368f7cbd079f.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
bf8e04e1da2a650a1f40773ac82ae970.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
c0c8421ec58ada0fad605344406361fe472e6881.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
c0f76ae143f47105b99eaa4766075063.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.26172200,44.28196400,44.28196400
c103cb594879438859edd4523f7308fa1c4edb92.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.44672,161.49712,68.7431,68.75601
c2551f17365b8865a2929939112dfbcb.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
c29692b471cd7339942dbebf3b9deac0.xml,Corvallis,NA,Corvallis,USA,104 Wilkinson Hall;; Department of Geosciences;; Oregon State University;,NA,NA,NA,NA
c2ba8337c5982e65ec74da07e68400e6.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
c3914d1be99e9ad2fc5059a0df3b2779.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
c3c5408d1f3927baa757f59daa21f719.xml,NA,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
c3f1166cac56d614810ec56ee350378e.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
c4fe68f6dd5bdd761411aa7458148974.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
c59ebda07d8cf232d0a52251edfb0026ba8320de.xml,Fairbanks,USA,NA,NA,NA,-148.3790685,-148.1426888,64.7666796,64.6719571
c5dc3c1d3e621abee0b7247c016b5b3acd3f98ba.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
